uri,kode,laereplan_kode,laereplan_versjon,laereplan_tittel_bokmaal,fag,aarstrinn,status,tekst_bokmaal,tekst_nynorsk,tekst_default,tekst_engelsk,har_nynorsk,samme_som,gjenbruk_av
http://psi.udir.no/kl06/KM294,KM294,MAT07,02,Læreplan i fordypning i matematikk,"Fordypning i matematikk 8. årstrinn | Fordypning i matematikk, 9. årstrinn | Fordypning i matematikk 10. årstrinn",Tiende årstrinn,status_publisert,"bruke teknologi som verktøy for kunnskapssøking, kommunikasjon, kreativitet og læring i matematikk",,"bruke teknologi som verktøy for kunnskapssøking, kommunikasjon, kreativitet og læring i matematikk",,nei,,
http://psi.udir.no/kl06/KM295,KM295,MAT07,02,Læreplan i fordypning i matematikk,"Fordypning i matematikk 8. årstrinn | Fordypning i matematikk, 9. årstrinn | Fordypning i matematikk 10. årstrinn",Tiende årstrinn,status_publisert,"utforske, planlegge og modellere situasjoner knyttet til temaer innenfor samfunn og arbeidsliv og presentere og argumentere for resultatene",,"utforske, planlegge og modellere situasjoner knyttet til temaer innenfor samfunn og arbeidsliv og presentere og argumentere for resultatene",,nei,,
http://psi.udir.no/kl06/KM296,KM296,MAT07,02,Læreplan i fordypning i matematikk,"Fordypning i matematikk 8. årstrinn | Fordypning i matematikk, 9. årstrinn | Fordypning i matematikk 10. årstrinn",Tiende årstrinn,status_publisert,"bruke, forklare og lage formler uttrykt med ord og symboler med utgangspunkt i en praktisk problemstilling",,"bruke, forklare og lage formler uttrykt med ord og symboler med utgangspunkt i en praktisk problemstilling",,nei,,
http://psi.udir.no/kl06/KM297,KM297,MAT07,02,Læreplan i fordypning i matematikk,"Fordypning i matematikk 8. årstrinn | Fordypning i matematikk, 9. årstrinn | Fordypning i matematikk 10. årstrinn",Tiende årstrinn,status_publisert,tolke og diskutere statistiske framstillinger knyttet til bærekraftig utvikling,,tolke og diskutere statistiske framstillinger knyttet til bærekraftig utvikling,,nei,,
http://psi.udir.no/kl06/KM298,KM298,MAT07,02,Læreplan i fordypning i matematikk,"Fordypning i matematikk 8. årstrinn | Fordypning i matematikk, 9. årstrinn | Fordypning i matematikk 10. årstrinn",Tiende årstrinn,status_publisert,"lage, utføre og presentere oppgaver knyttet til sannsynlighetsregning",,"lage, utføre og presentere oppgaver knyttet til sannsynlighetsregning",,nei,,
http://psi.udir.no/kl06/KM299,KM299,MAT07,02,Læreplan i fordypning i matematikk,"Fordypning i matematikk 8. årstrinn | Fordypning i matematikk, 9. årstrinn | Fordypning i matematikk 10. årstrinn",Tiende årstrinn,status_publisert,utforske og representere kombinatoriske problemer,,utforske og representere kombinatoriske problemer,,nei,,
http://psi.udir.no/kl06/KM300,KM300,MAT07,02,Læreplan i fordypning i matematikk,"Fordypning i matematikk 8. årstrinn | Fordypning i matematikk, 9. årstrinn | Fordypning i matematikk 10. årstrinn",Tiende årstrinn,status_publisert,"diskutere, planlegge, lage og vurdere spilldesign og egne spill",,"diskutere, planlegge, lage og vurdere spilldesign og egne spill",,nei,,
http://psi.udir.no/kl06/KM301,KM301,MAT07,02,Læreplan i fordypning i matematikk,"Fordypning i matematikk 8. årstrinn | Fordypning i matematikk, 9. årstrinn | Fordypning i matematikk 10. årstrinn",Tiende årstrinn,status_publisert,beregne og vurdere betingelser for og kostnader ved ulike typer kjøp fra inn- og utland,,beregne og vurdere betingelser for og kostnader ved ulike typer kjøp fra inn- og utland,,nei,,
http://psi.udir.no/kl06/KM187,KM187,ENG03,02,Læreplan i fordypning i engelsk,Engelsk fordypning 8. årstrinn | Engelsk fordypning 9. årstrinn | Engelsk fordypning 10. årstrinn,Tiende årstrinn,status_publisert,"bruke engelsk muntlig og skriftlig i digital samhandling tilpasset formål, mottaker og situasjon",,"bruke engelsk muntlig og skriftlig i digital samhandling tilpasset formål, mottaker og situasjon",,nei,,
http://psi.udir.no/kl06/KM188,KM188,ENG03,02,Læreplan i fordypning i engelsk,Engelsk fordypning 8. årstrinn | Engelsk fordypning 9. årstrinn | Engelsk fordypning 10. årstrinn,Tiende årstrinn,status_publisert,"skape ulike typer muntlige og skriftlige tekster om selvvalgte emner som presenterer, forteller eller forklarer gjennom ulike medier",,"skape ulike typer muntlige og skriftlige tekster om selvvalgte emner som presenterer, forteller eller forklarer gjennom ulike medier",,nei,,
http://psi.udir.no/kl06/KM189,KM189,ENG03,02,Læreplan i fordypning i engelsk,Engelsk fordypning 8. årstrinn | Engelsk fordypning 9. årstrinn | Engelsk fordypning 10. årstrinn,Tiende årstrinn,status_publisert,videreutvikle egne muntlige og skriftlige tekster på bakgrunn av tilbakemeldinger,,videreutvikle egne muntlige og skriftlige tekster på bakgrunn av tilbakemeldinger,,nei,,
http://psi.udir.no/kl06/KM190,KM190,ENG03,02,Læreplan i fordypning i engelsk,Engelsk fordypning 8. årstrinn | Engelsk fordypning 9. årstrinn | Engelsk fordypning 10. årstrinn,Tiende årstrinn,status_publisert,"utforske og presentere innhold, form og formål i spill, film og musikk",,"utforske og presentere innhold, form og formål i spill, film og musikk",,nei,,
http://psi.udir.no/kl06/KM197,KM197,ENG03,02,Læreplan i fordypning i engelsk,Engelsk fordypning 8. årstrinn | Engelsk fordypning 9. årstrinn | Engelsk fordypning 10. årstrinn,Tiende årstrinn,status_publisert,"reflektere over variasjon i tenkesett, kommunikasjonsmønstre og samhandlingsformer i den virtuelle og virkelige verden",,"reflektere over variasjon i tenkesett, kommunikasjonsmønstre og samhandlingsformer i den virtuelle og virkelige verden",,nei,,
http://psi.udir.no/kl06/KM193,KM193,ENG03,02,Læreplan i fordypning i engelsk,Engelsk fordypning 8. årstrinn | Engelsk fordypning 9. årstrinn | Engelsk fordypning 10. årstrinn,Tiende årstrinn,status_publisert,skape digitale produkter som kombinerer ulike medietyper,,skape digitale produkter som kombinerer ulike medietyper,,nei,,
http://psi.udir.no/kl06/KM192,KM192,ENG03,02,Læreplan i fordypning i engelsk,Engelsk fordypning 8. årstrinn | Engelsk fordypning 9. årstrinn | Engelsk fordypning 10. årstrinn,Tiende årstrinn,status_publisert,utforske og sammenligne språkbruk og virkemidler i ulike medier og sammenhenger,,utforske og sammenligne språkbruk og virkemidler i ulike medier og sammenhenger,,nei,,
http://psi.udir.no/kl06/KM194,KM194,ENG03,02,Læreplan i fordypning i engelsk,Engelsk fordypning 8. årstrinn | Engelsk fordypning 9. årstrinn | Engelsk fordypning 10. årstrinn,Tiende årstrinn,status_publisert,utforske og reflektere over hvordan synsvinkel og avsender kan påvirke et budskap,,utforske og reflektere over hvordan synsvinkel og avsender kan påvirke et budskap,,nei,,
http://psi.udir.no/kl06/KM191,KM191,ENG03,02,Læreplan i fordypning i engelsk,Engelsk fordypning 8. årstrinn | Engelsk fordypning 9. årstrinn | Engelsk fordypning 10. årstrinn,Tiende årstrinn,status_publisert,presentere selvvalgte interesseområder,,presentere selvvalgte interesseområder,,nei,,
http://psi.udir.no/kl06/KM196,KM196,ENG03,02,Læreplan i fordypning i engelsk,Engelsk fordypning 8. årstrinn | Engelsk fordypning 9. årstrinn | Engelsk fordypning 10. årstrinn,Tiende årstrinn,status_publisert,gjøre rede for egen rolle i ulike medier og reflektere kritisk over hvordan eleven framstiller seg selv og andre på nett,,gjøre rede for egen rolle i ulike medier og reflektere kritisk over hvordan eleven framstiller seg selv og andre på nett,,nei,,
http://psi.udir.no/kl06/KM195,KM195,ENG03,02,Læreplan i fordypning i engelsk,Engelsk fordypning 8. årstrinn | Engelsk fordypning 9. årstrinn | Engelsk fordypning 10. årstrinn,Tiende årstrinn,status_publisert,bruke kilder på en kritisk og etterrettelig måte og følge regler for personvern og opphavsrett,,bruke kilder på en kritisk og etterrettelig måte og følge regler for personvern og opphavsrett,,nei,,
http://psi.udir.no/kl06/KM1304,KM1304,NOR06,02,Læreplan i fordypning i norsk,"Fordypning i norsk, 8. årstrinn | Fordypning i norsk, 9. årstrinn | Fordypning i norsk, 10. årstrinn",Tiende årstrinn,status_publisert,"formulere og fordype seg i problemstillinger som omhandler språk eller tekst, og presentere resultatet av arbeidet ved å bruke ulike uttrykksformer",,"formulere og fordype seg i problemstillinger som omhandler språk eller tekst, og presentere resultatet av arbeidet ved å bruke ulike uttrykksformer",,nei,,
http://psi.udir.no/kl06/KM1305,KM1305,NOR06,02,Læreplan i fordypning i norsk,"Fordypning i norsk, 8. årstrinn | Fordypning i norsk, 9. årstrinn | Fordypning i norsk, 10. årstrinn",Tiende årstrinn,status_publisert,"utforske og presentere innhold, form og formål i spill, filmer, romaner eller andre selvvalgte tekster",,"utforske og presentere innhold, form og formål i spill, filmer, romaner eller andre selvvalgte tekster",,nei,,
http://psi.udir.no/kl06/KM1306,KM1306,NOR06,02,Læreplan i fordypning i norsk,"Fordypning i norsk, 8. årstrinn | Fordypning i norsk, 9. årstrinn | Fordypning i norsk, 10. årstrinn",Tiende årstrinn,status_publisert,"reflektere over likheter og forskjeller i normer, kultur og verdier i den virtuelle og den virkelige verden",,"reflektere over likheter og forskjeller i normer, kultur og verdier i den virtuelle og den virkelige verden",,nei,,
http://psi.udir.no/kl06/KM1307,KM1307,NOR06,02,Læreplan i fordypning i norsk,"Fordypning i norsk, 8. årstrinn | Fordypning i norsk, 9. årstrinn | Fordypning i norsk, 10. årstrinn",Tiende årstrinn,status_publisert,"utforske og gjøre rede for hvordan eventyr, myter og andre tekster fra eldre tider ligger til grunn for ulike typer nyere tekster",,"utforske og gjøre rede for hvordan eventyr, myter og andre tekster fra eldre tider ligger til grunn for ulike typer nyere tekster",,nei,,
http://psi.udir.no/kl06/KM1308,KM1308,NOR06,02,Læreplan i fordypning i norsk,"Fordypning i norsk, 8. årstrinn | Fordypning i norsk, 9. årstrinn | Fordypning i norsk, 10. årstrinn",Tiende årstrinn,status_publisert,undersøke og beskrive språksituasjonen i eget nærmiljø,,undersøke og beskrive språksituasjonen i eget nærmiljø,,nei,,
http://psi.udir.no/kl06/KM1309,KM1309,NOR06,02,Læreplan i fordypning i norsk,"Fordypning i norsk, 8. årstrinn | Fordypning i norsk, 9. årstrinn | Fordypning i norsk, 10. årstrinn",Tiende årstrinn,status_publisert,utforske og sammenligne språkbruk og retoriske virkemidler i ulike medier og sammenhenger,,utforske og sammenligne språkbruk og retoriske virkemidler i ulike medier og sammenhenger,,nei,,
http://psi.udir.no/kl06/KM1310,KM1310,NOR06,02,Læreplan i fordypning i norsk,"Fordypning i norsk, 8. årstrinn | Fordypning i norsk, 9. årstrinn | Fordypning i norsk, 10. årstrinn",Tiende årstrinn,status_publisert,utforske og vurdere hvordan digitale medier påvirker og endrer språk og kommunikasjon,,utforske og vurdere hvordan digitale medier påvirker og endrer språk og kommunikasjon,,nei,,
http://psi.udir.no/kl06/KM1311,KM1311,NOR06,02,Læreplan i fordypning i norsk,"Fordypning i norsk, 8. årstrinn | Fordypning i norsk, 9. årstrinn | Fordypning i norsk, 10. årstrinn",Tiende årstrinn,status_publisert,"reflektere kritisk over egen rolle i digital kommunikasjon, og hvordan eleven framstiller seg selv og andre på nett",,"reflektere kritisk over egen rolle i digital kommunikasjon, og hvordan eleven framstiller seg selv og andre på nett",,nei,,
http://psi.udir.no/kl06/KM1312,KM1312,NOR06,02,Læreplan i fordypning i norsk,"Fordypning i norsk, 8. årstrinn | Fordypning i norsk, 9. årstrinn | Fordypning i norsk, 10. årstrinn",Tiende årstrinn,status_publisert,bruke kilder på en kritisk og etterrettelig måte og følge regler for personvern og opphavsrett,,bruke kilder på en kritisk og etterrettelig måte og følge regler for personvern og opphavsrett,,nei,,
http://psi.udir.no/kl06/KM1313,KM1313,NOR06,02,Læreplan i fordypning i norsk,"Fordypning i norsk, 8. årstrinn | Fordypning i norsk, 9. årstrinn | Fordypning i norsk, 10. årstrinn",Tiende årstrinn,status_publisert,dokumentere og vurdere egen utvikling i arbeidet med faget,,dokumentere og vurdere egen utvikling i arbeidet med faget,,nei,,
http://psi.udir.no/kl06/KM1170,KM1170,ARB01,03,Læreplan for arbeidslivsfag på ungdomstrinnet,"Arbeidslivsfag, 8. årstrinn | Arbeidslivsfag, 9. årstrinn | Arbeidslivsfag, 10. årstrinn",Tiende årstrinn,status_publisert,undersøke behov for varer og tjenester på skolen og i lokalsamfunnet,,undersøke behov for varer og tjenester på skolen og i lokalsamfunnet,,nei,,
http://psi.udir.no/kl06/KM1176,KM1176,ARB01,03,Læreplan for arbeidslivsfag på ungdomstrinnet,"Arbeidslivsfag, 8. årstrinn | Arbeidslivsfag, 9. årstrinn | Arbeidslivsfag, 10. årstrinn",Tiende årstrinn,status_publisert,planlegge praktiske og yrkesrettede arbeidsoppdrag,,planlegge praktiske og yrkesrettede arbeidsoppdrag,,nei,,
http://psi.udir.no/kl06/KM1171,KM1171,ARB01,03,Læreplan for arbeidslivsfag på ungdomstrinnet,"Arbeidslivsfag, 8. årstrinn | Arbeidslivsfag, 9. årstrinn | Arbeidslivsfag, 10. årstrinn",Tiende årstrinn,status_publisert,produsere og levere varer og tjenester etter kvalitetskrav,,produsere og levere varer og tjenester etter kvalitetskrav,,nei,,
http://psi.udir.no/kl06/KM1174,KM1174,ARB01,03,Læreplan for arbeidslivsfag på ungdomstrinnet,"Arbeidslivsfag, 8. årstrinn | Arbeidslivsfag, 9. årstrinn | Arbeidslivsfag, 10. årstrinn",Tiende årstrinn,status_publisert,"bruke fagbegreper, arbeidsmetoder, verktøy, materialer og teknologi tilpasset arbeidsoppdrag og begrunne valg",,"bruke fagbegreper, arbeidsmetoder, verktøy, materialer og teknologi tilpasset arbeidsoppdrag og begrunne valg",,nei,,
http://psi.udir.no/kl06/KM1169,KM1169,ARB01,03,Læreplan for arbeidslivsfag på ungdomstrinnet,"Arbeidslivsfag, 8. årstrinn | Arbeidslivsfag, 9. årstrinn | Arbeidslivsfag, 10. årstrinn",Tiende årstrinn,status_publisert,"samarbeide, fremme forslag og delta i beslutninger i et arbeidsfellesskap",,"samarbeide, fremme forslag og delta i beslutninger i et arbeidsfellesskap",,nei,,
http://psi.udir.no/kl06/KM1172,KM1172,ARB01,03,Læreplan for arbeidslivsfag på ungdomstrinnet,"Arbeidslivsfag, 8. årstrinn | Arbeidslivsfag, 9. årstrinn | Arbeidslivsfag, 10. årstrinn",Tiende årstrinn,status_publisert,ivareta bærekraftige prinsipper i alle deler av arbeidsoppdraget,,ivareta bærekraftige prinsipper i alle deler av arbeidsoppdraget,,nei,,
http://psi.udir.no/kl06/KM1173,KM1173,ARB01,03,Læreplan for arbeidslivsfag på ungdomstrinnet,"Arbeidslivsfag, 8. årstrinn | Arbeidslivsfag, 9. årstrinn | Arbeidslivsfag, 10. årstrinn",Tiende årstrinn,status_publisert,"beskrive og vurdere risiko, og følge etiske retningslinjer og arbeidslivets regler i arbeidsoppdraget",,"beskrive og vurdere risiko, og følge etiske retningslinjer og arbeidslivets regler i arbeidsoppdraget",,nei,,
http://psi.udir.no/kl06/KM1175,KM1175,ARB01,03,Læreplan for arbeidslivsfag på ungdomstrinnet,"Arbeidslivsfag, 8. årstrinn | Arbeidslivsfag, 9. årstrinn | Arbeidslivsfag, 10. årstrinn",Tiende årstrinn,status_publisert,"vurdere sin egen og gruppens arbeidsinnsats, arbeidsprosess og arbeidsoppdragets resultat",,"vurdere sin egen og gruppens arbeidsinnsats, arbeidsprosess og arbeidsoppdragets resultat",,nei,,
http://psi.udir.no/kl06/KM1159,KM1159,UTV01,03,Læreplan for utdanningsvalg på ungdomstrinnet,"Utdanningsvalg på ungdomstrinnet | Utdanningsvalg på ungdomstrinnet, 9. årstrinn | Utdanningsvalg på ungdomstrinnet, 10. årstrinn",Tiende årstrinn,status_publisert,"beskrive egne styrker og egenskaper og interesser, og kunne se dette i sammenheng med utdannings- og yrkesønsker og livsmestring","beskrive eigne styrker, eigenskapar og interesser og kunne sjå dette i samanheng med utdannings- og yrkesønske og livsmeistring","beskrive egne styrker og egenskaper og interesser, og kunne se dette i sammenheng med utdannings- og yrkesønsker og livsmestring","describe their own strengths, qualities and interests, and consider them in relation to their desired education, career and life skills",ja,,
http://psi.udir.no/kl06/KM1167,KM1167,UTV01,03,Læreplan for utdanningsvalg på ungdomstrinnet,"Utdanningsvalg på ungdomstrinnet | Utdanningsvalg på ungdomstrinnet, 9. årstrinn | Utdanningsvalg på ungdomstrinnet, 10. årstrinn",Tiende årstrinn,status_publisert,"samle, analysere og bruke informasjon om utdanning og arbeid","samle, analysere og bruke informasjon om utdanning og arbeid","samle, analysere og bruke informasjon om utdanning og arbeid","gather, analyse and use information about education and employment",ja,,
http://psi.udir.no/kl06/KM1160,KM1160,UTV01,03,Læreplan for utdanningsvalg på ungdomstrinnet,"Utdanningsvalg på ungdomstrinnet | Utdanningsvalg på ungdomstrinnet, 9. årstrinn | Utdanningsvalg på ungdomstrinnet, 10. årstrinn",Tiende årstrinn,status_publisert,"utforske utdanningsmuligheter på varierte måter, og gjøre rede for ulike utdanningsveier og hvilke yrkesområder de kan føre til","utforske utdanningsmoglegheiter på varierte måtar, og gjere greie for ulike utdanningsvegar og kva yrkesområde dei kan føre til","utforske utdanningsmuligheter på varierte måter, og gjøre rede for ulike utdanningsveier og hvilke yrkesområder de kan føre til","explore career opportunities in various ways, and describe different educational pathways and careers they may lead to",ja,,
http://psi.udir.no/kl06/KM1161,KM1161,UTV01,03,Læreplan for utdanningsvalg på ungdomstrinnet,"Utdanningsvalg på ungdomstrinnet | Utdanningsvalg på ungdomstrinnet, 9. årstrinn | Utdanningsvalg på ungdomstrinnet, 10. årstrinn",Tiende årstrinn,status_publisert,"tilegne seg kunnskap om arbeidslivet gjennom utprøving og utforskning og reflektere over hvordan bærekraftsmål, konjunkturer og teknologi påvirker arbeidsmarked, yrker og arbeidsmåter","tileigne seg kunnskap om arbeidslivet gjennom utprøving og utforsking og reflektere over korleis berekraftsmål, konjunkturar og teknologi påverkar arbeidsmarknad, yrke og arbeidsmåtar","tilegne seg kunnskap om arbeidslivet gjennom utprøving og utforskning og reflektere over hvordan bærekraftsmål, konjunkturer og teknologi påvirker arbeidsmarked, yrker og arbeidsmåter","gain knowledge of the workplace by testing, exploring and reflecting on how sustainability goals, conjunctures and technology impact the labour market, occupations and working methods",ja,,
http://psi.udir.no/kl06/KM1162,KM1162,UTV01,03,Læreplan for utdanningsvalg på ungdomstrinnet,"Utdanningsvalg på ungdomstrinnet | Utdanningsvalg på ungdomstrinnet, 9. årstrinn | Utdanningsvalg på ungdomstrinnet, 10. årstrinn",Tiende årstrinn,status_publisert,diskutere konsekvenser av utenforskap og forstå økonomisk og sosial verdi av arbeid på individ- og samfunnsnivå,diskutere konsekvensar av utanforskap og forstå økonomisk og sosial verdi av arbeid på individ- og samfunnsnivå,diskutere konsekvenser av utenforskap og forstå økonomisk og sosial verdi av arbeid på individ- og samfunnsnivå,discuss consequences of exclusion and awareness of the economic and social value of working at both the individual and social level,ja,,
http://psi.udir.no/kl06/KM1163,KM1163,UTV01,03,Læreplan for utdanningsvalg på ungdomstrinnet,"Utdanningsvalg på ungdomstrinnet | Utdanningsvalg på ungdomstrinnet, 9. årstrinn | Utdanningsvalg på ungdomstrinnet, 10. årstrinn",Tiende årstrinn,status_publisert,gjøre rede for hva og hvem som kan påvirke karrierevalg og hva dette har å si for egne valg,gjere greie for kva og kven som kan påverke karriereval og kva dette har å seie for eigne val,gjøre rede for hva og hvem som kan påvirke karrierevalg og hva dette har å si for egne valg,describe what and who can impact career choices and how this affects one's own choices,ja,,
http://psi.udir.no/kl06/KM1164,KM1164,UTV01,03,Læreplan for utdanningsvalg på ungdomstrinnet,"Utdanningsvalg på ungdomstrinnet | Utdanningsvalg på ungdomstrinnet, 9. årstrinn | Utdanningsvalg på ungdomstrinnet, 10. årstrinn",Tiende årstrinn,status_publisert,utforske og drøfte kjønnsrelaterte perspektiver i karrierevalg,utforske og drøfte kjønnsrelaterte perspektiv i eit karriereval,utforske og drøfte kjønnsrelaterte perspektiver i karrierevalg,explore and discuss gender-related perspectives in career choices,ja,,
http://psi.udir.no/kl06/KM1165,KM1165,UTV01,03,Læreplan for utdanningsvalg på ungdomstrinnet,"Utdanningsvalg på ungdomstrinnet | Utdanningsvalg på ungdomstrinnet, 9. årstrinn | Utdanningsvalg på ungdomstrinnet, 10. årstrinn",Tiende årstrinn,status_publisert,"se muligheter og omsette egne idéer til handling og valg, og reflektere sammen med andre over konsekvenser av karrierevalg","sjå moglegheiter og omsette eigne idear til handling og val, og reflektere saman med andre over konsekvensar av karriereval","se muligheter og omsette egne idéer til handling og valg, og reflektere sammen med andre over konsekvenser av karrierevalg","see the opportunities and transform their own ideas into taking action and making decisions, and reflect with others on the consequences of career choices",ja,,
http://psi.udir.no/kl06/KM1166,KM1166,UTV01,03,Læreplan for utdanningsvalg på ungdomstrinnet,"Utdanningsvalg på ungdomstrinnet | Utdanningsvalg på ungdomstrinnet, 9. årstrinn | Utdanningsvalg på ungdomstrinnet, 10. årstrinn",Tiende årstrinn,status_publisert,utvikle og bruke mestringsstrategier for å håndtere overganger og utfordringer relatert til utdanning og karriere,utvikle og bruke meistringsstrategiar for å handtere overgangar og utfordringar relaterte til utdanning og karriere,utvikle og bruke mestringsstrategier for å håndtere overganger og utfordringer relatert til utdanning og karriere,develop and use coping strategies to handle transitions and challenges related to education and careers,ja,,
http://psi.udir.no/kl06/KM1168,KM1168,UTV01,03,Læreplan for utdanningsvalg på ungdomstrinnet,"Utdanningsvalg på ungdomstrinnet | Utdanningsvalg på ungdomstrinnet, 9. årstrinn | Utdanningsvalg på ungdomstrinnet, 10. årstrinn",Tiende årstrinn,status_publisert,"tolke stillingsannonser, skrive CV og jobbsøknad og tilegne seg kunnskap om hvordan man gjør et godt jobbintervju","tolke stillingsannonsar, skrive CV og jobbsøknad og tileigne seg kunnskap om korleis ein gjer eit godt jobbintervju","tolke stillingsannonser, skrive CV og jobbsøknad og tilegne seg kunnskap om hvordan man gjør et godt jobbintervju","interpret job advertisements, write a CV and job application, and learn how to make a good impression during an interview",ja,,
http://psi.udir.no/kl06/KM3202,KM3202,TPR01,02,Læreplan i valfaget teknologi og design,Teknologi i praksis,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,designe og grunngi konsept for teknologiske produkt,designe og grunngi konsept for teknologiske produkt,designe og grunngi konsept for teknologiske produkt,,ja,,
http://psi.udir.no/kl06/KM3201,KM3201,TPR01,02,Læreplan i valfaget teknologi og design,Teknologi i praksis,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,velje og bruke ulike materialar og verktøy i arbeidet med prototypar for teknologiske produkt,velje og bruke ulike materialar og verktøy i arbeidet med prototypar for teknologiske produkt,velje og bruke ulike materialar og verktøy i arbeidet med prototypar for teknologiske produkt,,ja,,
http://psi.udir.no/kl06/KM3199,KM3199,TPR01,02,Læreplan i valfaget teknologi og design,Teknologi i praksis,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,lage prototypar for teknologiske produkt og reflektere over korleis desse kan betrast eller utviklast vidare,lage prototypar for teknologiske produkt og reflektere over korleis desse kan betrast eller utviklast vidare,lage prototypar for teknologiske produkt og reflektere over korleis desse kan betrast eller utviklast vidare,,ja,,
http://psi.udir.no/kl06/KM3200,KM3200,TPR01,02,Læreplan i valfaget teknologi og design,Teknologi i praksis,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,"grunngi val av design, materialar, verktøy og framgangsmåtar, og reflektere over kor trygge og berekraftige vala er","grunngi val av design, materialar, verktøy og framgangsmåtar, og reflektere over kor trygge og berekraftige vala er","grunngi val av design, materialar, verktøy og framgangsmåtar, og reflektere over kor trygge og berekraftige vala er",,ja,,
http://psi.udir.no/kl06/KM3231,KM3231,RSL01,02,Læreplan i valfaget reiseliv,Reiseliv,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,utforske lokalt eller regionalt reiseliv og gjere greie for tilbod til ulike målgrupper,utforske lokalt eller regionalt reiseliv og gjere greie for tilbod til ulike målgrupper,utforske lokalt eller regionalt reiseliv og gjere greie for tilbod til ulike målgrupper,,ja,,
http://psi.udir.no/kl06/KM3232,KM3232,RSL01,02,Læreplan i valfaget reiseliv,Reiseliv,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,undersøkje og formidle moglegheiter og særtrekk ved lokal eller regional kultur og natur som kan vere attraktive i eit reiselivsperspektiv,undersøkje og formidle moglegheiter og særtrekk ved lokal eller regional kultur og natur som kan vere attraktive i eit reiselivsperspektiv,undersøkje og formidle moglegheiter og særtrekk ved lokal eller regional kultur og natur som kan vere attraktive i eit reiselivsperspektiv,,ja,,
http://psi.udir.no/kl06/KM3233,KM3233,RSL01,02,Læreplan i valfaget reiseliv,Reiseliv,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,"planleggje, marknadsføre og utføre lokale eller regionale reiselivstenester, og formidle eige arbeid med reiselivstenester","planleggje, marknadsføre og utføre lokale eller regionale reiselivstenester, og formidle eige arbeid med reiselivstenester","planleggje, marknadsføre og utføre lokale eller regionale reiselivstenester, og formidle eige arbeid med reiselivstenester",,ja,,
http://psi.udir.no/kl06/KM3234,KM3234,RSL01,02,Læreplan i valfaget reiseliv,Reiseliv,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,vurdere korleis turisme kan påverke natur og miljø og finne døme på slik påverknad lokalt og globalt,vurdere korleis turisme kan påverke natur og miljø og finne døme på slik påverknad lokalt og globalt,vurdere korleis turisme kan påverke natur og miljø og finne døme på slik påverknad lokalt og globalt,,ja,,
http://psi.udir.no/kl06/KM3235,KM3235,LKA01,02,Læreplan i valfaget kulturarv,Levende kulturarv,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,"bruke ferdigheiter, teknikkar, reiskapar og verktøy for å utøve ulike handverk og tradisjonar","bruke ferdigheiter, teknikkar, reiskapar og verktøy for å utøve ulike handverk og tradisjonar","bruke ferdigheiter, teknikkar, reiskapar og verktøy for å utøve ulike handverk og tradisjonar",,ja,,
http://psi.udir.no/kl06/KM3236,KM3236,LKA01,02,Læreplan i valfaget kulturarv,Levende kulturarv,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,"drøfte korleis ein ved å bruke, formidle og vidareutvikle kulturarv på ein berekraftig måte kan ta vare på han for framtida","drøfte korleis ein ved å bruke, formidle og vidareutvikle kulturarv på ein berekraftig måte kan ta vare på han for framtida","drøfte korleis ein ved å bruke, formidle og vidareutvikle kulturarv på ein berekraftig måte kan ta vare på han for framtida",,ja,,
http://psi.udir.no/kl06/KM3237,KM3237,LKA01,02,Læreplan i valfaget kulturarv,Levende kulturarv,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,"utforske og formidle korleis materiell og immateriell kulturarv utviklar seg i samspel med, og er ein del av, eit moderne, mangfaldig samfunn","utforske og formidle korleis materiell og immateriell kulturarv utviklar seg i samspel med, og er ein del av, eit moderne, mangfaldig samfunn","utforske og formidle korleis materiell og immateriell kulturarv utviklar seg i samspel med, og er ein del av, eit moderne, mangfaldig samfunn",,ja,,
http://psi.udir.no/kl06/KM3238,KM3238,LKA01,02,Læreplan i valfaget kulturarv,Levende kulturarv,Åttende årstrinn | Niende årstrinn | Tiende årstrinn,status_publisert,"beskrive korleis kulturarv kan vere ein identitetsmarkør, og reflektere over korleis dette kan komme til uttrykk i ulike grupper i samfunnet","beskrive korleis kulturarv kan vere ein identitetsmarkør, og reflektere over korleis dette kan komme til uttrykk i ulike grupper i samfunnet","beskrive korleis kulturarv kan vere ein identitetsmarkør, og reflektere over korleis dette kan komme til uttrykk i ulike grupper i samfunnet",,ja,,
